,date,user_country,user_city,store_name,store_lat,store_lon,dfee,distance
175,2022-01-23,hr,City of Zagreb,Vincek Slastičarnica Zvonimirova,45.81029927160378,15.988663432734773,8.0,0.8384731473840427
176,2022-01-23,hr,City of Zagreb,Platz Food & Drink,45.7993997,15.9542117,12.0,2.1235004234631045
177,2022-01-23,hr,City of Zagreb,Poke Me Hawaiian Food,45.80214429999999,15.967891,8.0,1.0237147167049034
178,2022-01-23,hr,City of Zagreb,Shawerma Arabia,45.8099275,15.9766346,8.0,0.5337289052532278
179,2022-01-23,hr,City of Zagreb,Apetitlih,45.8146678,15.9949447,10.0,1.5228421476083283
180,2022-01-23,hr,City of Zagreb,Eggspress,45.8139529,15.9887928,8.0,1.136875399462941
181,2022-01-23,hr,City of Zagreb,Leggiero - Savica,45.7911763,15.9989676,12.0,2.187520641003618
182,2022-01-23,hr,City of Zagreb,Mime's,45.806478448474515,15.980169475078583,8.0,0.08111098332365956
183,2022-01-23,hr,City of Zagreb,Čušpajz & Faširanac,45.8124469,15.9737412,8.0,0.889998288491528
184,2022-01-23,hr,City of Zagreb,Broom 44,45.81451879999999,15.9772977,8.0,0.99759528456339
185,2022-01-23,hr,City of Zagreb,Slatka priča - Kranjčevićeva,45.8035197,15.9602977,10.0,1.550467315806193
186,2022-01-23,hr,City of Zagreb,Pingvin,45.8112861,15.975507100000016,8.0,0.708303997767855
187,2022-01-23,hr,City of Zagreb,Riblji fast food Triton - Kvatrić,45.813027,15.9968979,10.0,1.537400787185746
188,2022-01-23,hr,City of Zagreb,Nutelino,45.8135082,15.9794137,8.0,0.8636975409446329
189,2022-01-23,hr,City of Zagreb,Kebab Pri Čehu,45.8092709,15.9744825,8.0,0.5815846422349382
190,2022-01-23,hr,City of Zagreb,Gibanica,45.805783,15.9857037,8.0,0.4395634712368529
191,2022-01-23,hr,City of Zagreb,Salate&Co,45.81136610000001,15.973331099999987,8.0,0.812181799545597
192,2022-01-23,hr,City of Zagreb,Simple Bake by Jelena,45.80141039999999,15.9721398,8.0,0.7799546619470119
193,2022-01-23,hr,City of Zagreb,Gostionica Ficlek,45.8138842,15.9780682,8.0,0.9169424433071828
194,2022-01-23,hr,City of Zagreb,Cavallino pizza & sandwich bar,45.80949008517502,15.962469577789307,8.0,1.423866360370501
195,2022-01-23,hr,City of Zagreb,Shmeker,45.8058924,15.9768438,8.0,0.24789135466744897
196,2022-01-23,hr,City of Zagreb,Restoran Makarun,45.8113534,15.9748623,8.0,0.7406487853595677
197,2022-01-23,hr,City of Zagreb,Hercig Germknödel,45.81227367391252,15.975873758014997,8.0,0.793575667800154
198,2022-01-23,hr,City of Zagreb,Gablaona,45.81212800000001,15.9695882,0.0,1.076325826108619
199,2022-01-23,hr,City of Zagreb,Taquitos Bandidos,45.81398301940655,15.975813567638397,8.0,0.9719283483471779
200,2022-01-23,hr,City of Zagreb,OLI House Fulir,45.80004719999999,15.9394519,16.0,3.210270489480589
201,2022-01-23,hr,City of Zagreb,Kineski restoran Peking,45.8126482,15.9618436,10.0,1.6053317024154146
202,2022-01-23,hr,City of Zagreb,VeganKO,45.8104568,15.9715303,8.0,0.841587308942739
203,2022-01-23,hr,City of Zagreb,Plac kitchen & grill,45.81390450147749,15.977390706539154,8.0,0.9293273161151016
204,2022-01-23,hr,City of Zagreb,Lars & Sven,45.80575225422532,15.985109567609468,8.0,0.3934853679388848
205,2022-01-23,hr,City of Zagreb,Arepera Maracay,45.8109388,15.9745012,8.0,0.7186781688130743
206,2022-01-23,hr,City of Zagreb,Chicken house,45.8132574,15.9836544,8.0,0.8803841165305458
207,2022-01-23,hr,City of Zagreb,Dolce Torte,45.7958325,15.9601605,10.0,1.8955989631415278
208,2022-01-23,hr,City of Zagreb,Pyat,45.8064499,15.9529894,12.0,2.0984435063940827
209,2022-01-23,hr,City of Zagreb,Green point,45.811975169013145,15.972670018672945,8.0,0.8970475017759171
210,2022-01-23,hr,City of Zagreb,Pizzeria & Pancakes Diverso,45.8136366,15.9870309,8.0,1.0308794873745495
211,2022-01-23,hr,City of Zagreb,Fakin Craft Bar ,45.79886066766066,15.970824658870697,8.0,1.0479336931306173
212,2022-01-23,hr,City of Zagreb,Big Mamma,45.8136389,15.9964764,10.0,1.5472330537649364
213,2022-01-23,hr,City of Zagreb,Bistro Mostovi,45.804658767240824,15.997756719589232,8.0,1.3795301213986557
